city_1,city_2,paragraph_id,paragraph,article_id,title,NOUN,NOUN_clean,VERB,VERB_clean,ADJ,ADJ_clean
Lille,Frankfurt,304,"Amsterdam is served by ten stations of the Nederlandse Spoorwegen (Dutch Railways). Five are intercity stops: Sloterdijk, Zuid, Amstel, Bijlmer ArenA and Amsterdam Centraal. The stations for local services are: Lelylaan, RAI, Holendrecht, Muiderpoort and Science Park. Amsterdam Centraal is also an international railway station. From the station there are regular services to destinations such as Austria, Belarus, Belgium, Czechia, Denmark, France, Germany, Hungary, Poland, Russia, Switzerland and the United Kingdom. Among these trains are international trains of the Nederlandse Spoorwegen (Amsterdam-Berlin), the Eurostar (Amsterdam-Brussels-London), Thalys (Amsterdam-Brussels-Paris/Lille), and Intercity-Express (Amsterdam-Cologne-Frankfurt).",844,Amsterdam,"['station', 'stop', 'station', 'service', 'railway', 'station', 'station', 'service', 'destination', 'train', 'train']","['station', 'stop', 'station', 'service', 'railway', 'station', 'station', 'service', 'destination', 'train', 'train']",['serve'],['serve'],"['intercity', 'local', 'international', 'regular', 'international']","['intercity', 'local', 'international', 'regular', 'international']"
Lille,Cologne,305,"Amsterdam is served by ten stations of the Nederlandse Spoorwegen (Dutch Railways). Five are intercity stops: Sloterdijk, Zuid, Amstel, Bijlmer ArenA and Amsterdam Centraal. The stations for local services are: Lelylaan, RAI, Holendrecht, Muiderpoort and Science Park. Amsterdam Centraal is also an international railway station. From the station there are regular services to destinations such as Austria, Belarus, Belgium, Czechia, Denmark, France, Germany, Hungary, Poland, Russia, Switzerland and the United Kingdom. Among these trains are international trains of the Nederlandse Spoorwegen (Amsterdam-Berlin), the Eurostar (Amsterdam-Brussels-London), Thalys (Amsterdam-Brussels-Paris/Lille), and Intercity-Express (Amsterdam-Cologne-Frankfurt).",844,Amsterdam,"['station', 'stop', 'station', 'service', 'railway', 'station', 'station', 'service', 'destination', 'train', 'train']","['station', 'stop', 'station', 'service', 'railway', 'station', 'station', 'service', 'destination', 'train', 'train']",['serve'],['serve'],"['intercity', 'local', 'international', 'regular', 'international']","['intercity', 'local', 'international', 'regular', 'international']"
Lille,Amsterdam,306,"Amsterdam is served by ten stations of the Nederlandse Spoorwegen (Dutch Railways). Five are intercity stops: Sloterdijk, Zuid, Amstel, Bijlmer ArenA and Amsterdam Centraal. The stations for local services are: Lelylaan, RAI, Holendrecht, Muiderpoort and Science Park. Amsterdam Centraal is also an international railway station. From the station there are regular services to destinations such as Austria, Belarus, Belgium, Czechia, Denmark, France, Germany, Hungary, Poland, Russia, Switzerland and the United Kingdom. Among these trains are international trains of the Nederlandse Spoorwegen (Amsterdam-Berlin), the Eurostar (Amsterdam-Brussels-London), Thalys (Amsterdam-Brussels-Paris/Lille), and Intercity-Express (Amsterdam-Cologne-Frankfurt).",844,Amsterdam,"['station', 'stop', 'station', 'service', 'railway', 'station', 'station', 'service', 'destination', 'train', 'train']","['station', 'stop', 'station', 'service', 'railway', 'station', 'station', 'service', 'destination', 'train', 'train']",['serve'],['serve'],"['intercity', 'local', 'international', 'regular', 'international']","['intercity', 'local', 'international', 'regular', 'international']"
Stuttgart,Munich,307,"Audi started using a beating heart sound trademark beginning in 1996. An updated heartbeat sound logo, developed by agencies KLANGERFINDER GmbH &amp; Co KG of Stuttgart and S12 GmbH of Munich, was first used in 2010 in an Audi A8 commercial with the slogan ""The Art of Progress"".",848,Audi,"['heart', 'sound', 'trademark', 'beginning', 'heartbeat', 'logo', 'agency', 'amp', 'commercial', 'slogan']","['heart', 'sound', 'trademark', 'beginning', 'heartbeat', 'logo', 'agency', 'amp', 'commercial', 'slogan']","['start', 'beat', 'update', 'develop']","['start', 'beat', 'update', 'develop']",[],[]
Munich,Stuttgart,308,"Audi started using a beating heart sound trademark beginning in 1996. An updated heartbeat sound logo, developed by agencies KLANGERFINDER GmbH &amp; Co KG of Stuttgart and S12 GmbH of Munich, was first used in 2010 in an Audi A8 commercial with the slogan ""The Art of Progress"".",848,Audi,"['heart', 'sound', 'trademark', 'beginning', 'heartbeat', 'logo', 'agency', 'amp', 'commercial', 'slogan']","['heart', 'sound', 'trademark', 'beginning', 'heartbeat', 'logo', 'agency', 'amp', 'commercial', 'slogan']","['start', 'beat', 'update', 'develop']","['start', 'beat', 'update', 'develop']",[],[]
Madrid,Milan,309,"Audi is a strong partner of different kinds of sports. In football, long partnerships exist between Audi and domestic clubs including Bayern Munich, Hamburger SV, 1. FC Nurnberg, Hertha BSC, and Borussia Monchengladbach and international clubs including Chelsea, Real Madrid, FC Barcelona, A.C. Milan, AFC Ajax and Perspolis. Audi also sponsors winter sports: The Audi FIS Alpine Ski World Cup is named after the company. Additionally, Audi supports the German Ski Association (DSV) as well as the alpine skiing national teams of Switzerland, Sweden, Finland, France, Liechtenstein, Italy, Austria and the U.S. For almost two decades, Audi fosters golf sport: for example with the Audi quattro Cup and the HypoVereinsbank Ladies German Open presented by Audi. In sailing, Audi is engaged in the Medcup regatta and supports the team Luna Rossa during the Louis Vuitton Pacific Series and also is the primary sponsor of the Melges 20 sailboat. Further, Audi sponsors the regional teams ERC Ingolstadt (hockey) and FC Ingolstadt 04 (soccer). In 2009, the year of Audi's 100th anniversary, the company organized the Audi Cup for the first time. Audi also sponsor the New York Yankees as well. In October 2010 they agreed to a three sponsorship year-deal with Everton. Audi also sponsors the England Polo Team and holds the Audi Polo Awards.",848,Audi,"['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'quattro', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional', '100th']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional']"
Madrid,Barcelona,310,"Audi is a strong partner of different kinds of sports. In football, long partnerships exist between Audi and domestic clubs including Bayern Munich, Hamburger SV, 1. FC Nurnberg, Hertha BSC, and Borussia Monchengladbach and international clubs including Chelsea, Real Madrid, FC Barcelona, A.C. Milan, AFC Ajax and Perspolis. Audi also sponsors winter sports: The Audi FIS Alpine Ski World Cup is named after the company. Additionally, Audi supports the German Ski Association (DSV) as well as the alpine skiing national teams of Switzerland, Sweden, Finland, France, Liechtenstein, Italy, Austria and the U.S. For almost two decades, Audi fosters golf sport: for example with the Audi quattro Cup and the HypoVereinsbank Ladies German Open presented by Audi. In sailing, Audi is engaged in the Medcup regatta and supports the team Luna Rossa during the Louis Vuitton Pacific Series and also is the primary sponsor of the Melges 20 sailboat. Further, Audi sponsors the regional teams ERC Ingolstadt (hockey) and FC Ingolstadt 04 (soccer). In 2009, the year of Audi's 100th anniversary, the company organized the Audi Cup for the first time. Audi also sponsor the New York Yankees as well. In October 2010 they agreed to a three sponsorship year-deal with Everton. Audi also sponsors the England Polo Team and holds the Audi Polo Awards.",848,Audi,"['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'quattro', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional', '100th']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional']"
Madrid,Munich,311,"Audi is a strong partner of different kinds of sports. In football, long partnerships exist between Audi and domestic clubs including Bayern Munich, Hamburger SV, 1. FC Nurnberg, Hertha BSC, and Borussia Monchengladbach and international clubs including Chelsea, Real Madrid, FC Barcelona, A.C. Milan, AFC Ajax and Perspolis. Audi also sponsors winter sports: The Audi FIS Alpine Ski World Cup is named after the company. Additionally, Audi supports the German Ski Association (DSV) as well as the alpine skiing national teams of Switzerland, Sweden, Finland, France, Liechtenstein, Italy, Austria and the U.S. For almost two decades, Audi fosters golf sport: for example with the Audi quattro Cup and the HypoVereinsbank Ladies German Open presented by Audi. In sailing, Audi is engaged in the Medcup regatta and supports the team Luna Rossa during the Louis Vuitton Pacific Series and also is the primary sponsor of the Melges 20 sailboat. Further, Audi sponsors the regional teams ERC Ingolstadt (hockey) and FC Ingolstadt 04 (soccer). In 2009, the year of Audi's 100th anniversary, the company organized the Audi Cup for the first time. Audi also sponsor the New York Yankees as well. In October 2010 they agreed to a three sponsorship year-deal with Everton. Audi also sponsors the England Polo Team and holds the Audi Polo Awards.",848,Audi,"['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'quattro', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional', '100th']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional']"
Milan,Madrid,312,"Audi is a strong partner of different kinds of sports. In football, long partnerships exist between Audi and domestic clubs including Bayern Munich, Hamburger SV, 1. FC Nurnberg, Hertha BSC, and Borussia Monchengladbach and international clubs including Chelsea, Real Madrid, FC Barcelona, A.C. Milan, AFC Ajax and Perspolis. Audi also sponsors winter sports: The Audi FIS Alpine Ski World Cup is named after the company. Additionally, Audi supports the German Ski Association (DSV) as well as the alpine skiing national teams of Switzerland, Sweden, Finland, France, Liechtenstein, Italy, Austria and the U.S. For almost two decades, Audi fosters golf sport: for example with the Audi quattro Cup and the HypoVereinsbank Ladies German Open presented by Audi. In sailing, Audi is engaged in the Medcup regatta and supports the team Luna Rossa during the Louis Vuitton Pacific Series and also is the primary sponsor of the Melges 20 sailboat. Further, Audi sponsors the regional teams ERC Ingolstadt (hockey) and FC Ingolstadt 04 (soccer). In 2009, the year of Audi's 100th anniversary, the company organized the Audi Cup for the first time. Audi also sponsor the New York Yankees as well. In October 2010 they agreed to a three sponsorship year-deal with Everton. Audi also sponsors the England Polo Team and holds the Audi Polo Awards.",848,Audi,"['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'quattro', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional', '100th']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional']"
Milan,Barcelona,313,"Audi is a strong partner of different kinds of sports. In football, long partnerships exist between Audi and domestic clubs including Bayern Munich, Hamburger SV, 1. FC Nurnberg, Hertha BSC, and Borussia Monchengladbach and international clubs including Chelsea, Real Madrid, FC Barcelona, A.C. Milan, AFC Ajax and Perspolis. Audi also sponsors winter sports: The Audi FIS Alpine Ski World Cup is named after the company. Additionally, Audi supports the German Ski Association (DSV) as well as the alpine skiing national teams of Switzerland, Sweden, Finland, France, Liechtenstein, Italy, Austria and the U.S. For almost two decades, Audi fosters golf sport: for example with the Audi quattro Cup and the HypoVereinsbank Ladies German Open presented by Audi. In sailing, Audi is engaged in the Medcup regatta and supports the team Luna Rossa during the Louis Vuitton Pacific Series and also is the primary sponsor of the Melges 20 sailboat. Further, Audi sponsors the regional teams ERC Ingolstadt (hockey) and FC Ingolstadt 04 (soccer). In 2009, the year of Audi's 100th anniversary, the company organized the Audi Cup for the first time. Audi also sponsor the New York Yankees as well. In October 2010 they agreed to a three sponsorship year-deal with Everton. Audi also sponsors the England Polo Team and holds the Audi Polo Awards.",848,Audi,"['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'quattro', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional', '100th']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional']"
Milan,Munich,314,"Audi is a strong partner of different kinds of sports. In football, long partnerships exist between Audi and domestic clubs including Bayern Munich, Hamburger SV, 1. FC Nurnberg, Hertha BSC, and Borussia Monchengladbach and international clubs including Chelsea, Real Madrid, FC Barcelona, A.C. Milan, AFC Ajax and Perspolis. Audi also sponsors winter sports: The Audi FIS Alpine Ski World Cup is named after the company. Additionally, Audi supports the German Ski Association (DSV) as well as the alpine skiing national teams of Switzerland, Sweden, Finland, France, Liechtenstein, Italy, Austria and the U.S. For almost two decades, Audi fosters golf sport: for example with the Audi quattro Cup and the HypoVereinsbank Ladies German Open presented by Audi. In sailing, Audi is engaged in the Medcup regatta and supports the team Luna Rossa during the Louis Vuitton Pacific Series and also is the primary sponsor of the Melges 20 sailboat. Further, Audi sponsors the regional teams ERC Ingolstadt (hockey) and FC Ingolstadt 04 (soccer). In 2009, the year of Audi's 100th anniversary, the company organized the Audi Cup for the first time. Audi also sponsor the New York Yankees as well. In October 2010 they agreed to a three sponsorship year-deal with Everton. Audi also sponsors the England Polo Team and holds the Audi Polo Awards.",848,Audi,"['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'quattro', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional', '100th']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional']"
Barcelona,Madrid,315,"Audi is a strong partner of different kinds of sports. In football, long partnerships exist between Audi and domestic clubs including Bayern Munich, Hamburger SV, 1. FC Nurnberg, Hertha BSC, and Borussia Monchengladbach and international clubs including Chelsea, Real Madrid, FC Barcelona, A.C. Milan, AFC Ajax and Perspolis. Audi also sponsors winter sports: The Audi FIS Alpine Ski World Cup is named after the company. Additionally, Audi supports the German Ski Association (DSV) as well as the alpine skiing national teams of Switzerland, Sweden, Finland, France, Liechtenstein, Italy, Austria and the U.S. For almost two decades, Audi fosters golf sport: for example with the Audi quattro Cup and the HypoVereinsbank Ladies German Open presented by Audi. In sailing, Audi is engaged in the Medcup regatta and supports the team Luna Rossa during the Louis Vuitton Pacific Series and also is the primary sponsor of the Melges 20 sailboat. Further, Audi sponsors the regional teams ERC Ingolstadt (hockey) and FC Ingolstadt 04 (soccer). In 2009, the year of Audi's 100th anniversary, the company organized the Audi Cup for the first time. Audi also sponsor the New York Yankees as well. In October 2010 they agreed to a three sponsorship year-deal with Everton. Audi also sponsors the England Polo Team and holds the Audi Polo Awards.",848,Audi,"['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'quattro', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional', '100th']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional']"
Barcelona,Milan,316,"Audi is a strong partner of different kinds of sports. In football, long partnerships exist between Audi and domestic clubs including Bayern Munich, Hamburger SV, 1. FC Nurnberg, Hertha BSC, and Borussia Monchengladbach and international clubs including Chelsea, Real Madrid, FC Barcelona, A.C. Milan, AFC Ajax and Perspolis. Audi also sponsors winter sports: The Audi FIS Alpine Ski World Cup is named after the company. Additionally, Audi supports the German Ski Association (DSV) as well as the alpine skiing national teams of Switzerland, Sweden, Finland, France, Liechtenstein, Italy, Austria and the U.S. For almost two decades, Audi fosters golf sport: for example with the Audi quattro Cup and the HypoVereinsbank Ladies German Open presented by Audi. In sailing, Audi is engaged in the Medcup regatta and supports the team Luna Rossa during the Louis Vuitton Pacific Series and also is the primary sponsor of the Melges 20 sailboat. Further, Audi sponsors the regional teams ERC Ingolstadt (hockey) and FC Ingolstadt 04 (soccer). In 2009, the year of Audi's 100th anniversary, the company organized the Audi Cup for the first time. Audi also sponsor the New York Yankees as well. In October 2010 they agreed to a three sponsorship year-deal with Everton. Audi also sponsors the England Polo Team and holds the Audi Polo Awards.",848,Audi,"['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'quattro', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional', '100th']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional']"
Barcelona,Munich,317,"Audi is a strong partner of different kinds of sports. In football, long partnerships exist between Audi and domestic clubs including Bayern Munich, Hamburger SV, 1. FC Nurnberg, Hertha BSC, and Borussia Monchengladbach and international clubs including Chelsea, Real Madrid, FC Barcelona, A.C. Milan, AFC Ajax and Perspolis. Audi also sponsors winter sports: The Audi FIS Alpine Ski World Cup is named after the company. Additionally, Audi supports the German Ski Association (DSV) as well as the alpine skiing national teams of Switzerland, Sweden, Finland, France, Liechtenstein, Italy, Austria and the U.S. For almost two decades, Audi fosters golf sport: for example with the Audi quattro Cup and the HypoVereinsbank Ladies German Open presented by Audi. In sailing, Audi is engaged in the Medcup regatta and supports the team Luna Rossa during the Louis Vuitton Pacific Series and also is the primary sponsor of the Melges 20 sailboat. Further, Audi sponsors the regional teams ERC Ingolstadt (hockey) and FC Ingolstadt 04 (soccer). In 2009, the year of Audi's 100th anniversary, the company organized the Audi Cup for the first time. Audi also sponsor the New York Yankees as well. In October 2010 they agreed to a three sponsorship year-deal with Everton. Audi also sponsors the England Polo Team and holds the Audi Polo Awards.",848,Audi,"['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'quattro', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional', '100th']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional']"
Munich,Madrid,318,"Audi is a strong partner of different kinds of sports. In football, long partnerships exist between Audi and domestic clubs including Bayern Munich, Hamburger SV, 1. FC Nurnberg, Hertha BSC, and Borussia Monchengladbach and international clubs including Chelsea, Real Madrid, FC Barcelona, A.C. Milan, AFC Ajax and Perspolis. Audi also sponsors winter sports: The Audi FIS Alpine Ski World Cup is named after the company. Additionally, Audi supports the German Ski Association (DSV) as well as the alpine skiing national teams of Switzerland, Sweden, Finland, France, Liechtenstein, Italy, Austria and the U.S. For almost two decades, Audi fosters golf sport: for example with the Audi quattro Cup and the HypoVereinsbank Ladies German Open presented by Audi. In sailing, Audi is engaged in the Medcup regatta and supports the team Luna Rossa during the Louis Vuitton Pacific Series and also is the primary sponsor of the Melges 20 sailboat. Further, Audi sponsors the regional teams ERC Ingolstadt (hockey) and FC Ingolstadt 04 (soccer). In 2009, the year of Audi's 100th anniversary, the company organized the Audi Cup for the first time. Audi also sponsor the New York Yankees as well. In October 2010 they agreed to a three sponsorship year-deal with Everton. Audi also sponsors the England Polo Team and holds the Audi Polo Awards.",848,Audi,"['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'quattro', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['partner', 'kind', 'sport', 'football', 'partnership', 'club', 'club', 'winter', 'sport', 'company', 'team', 'decade', 'golf', 'sport', 'example', 'sailing', 'regatta', 'team', 'sponsor', 'sailboat', 'team', 'hockey', 'soccer', 'year', 'anniversary', 'company', 'time', 'sponsorship', 'year', 'deal']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['exist', 'include', 'include', 'sponsor', 'name', 'support', 'ski', 'foster', 'present', 'engage', 'support', 'sponsor', 'organize', 'sponsor', 'agree', 'sponsor', 'hold']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional', '100th']","['strong', 'different', 'long', 'domestic', 'international', 'alpine', 'national', 'primary', 'regional']"
